id,url,tag,right_tag_cn,您的注释,待验证组合tag,待验证相克tag
2781,leopard_tail,leopard_tail,豹尾,,,
2782,leotard,leotard,紧身连身衣裤|芭蕾服,,,
2783,leotard_aside,leotard_aside,把连衣裤裆部剥到一边,,,
2784,leotard_pull,leotard_pull,剥开连衣裤,,,
2785,leotard_under_clothes,leotard_under_clothes,内层穿着连衣裤,,,
2786,letter,letter,信,,,
2787,letterboxed,letterboxed,宽银幕格式,,,
2788,letterman_jacket,letterman_jacket,棒球服,,,
2789,library,library,图书馆,,,
2790,licking,licking,舔,,,
2791,licking_lips,licking_lips,舔嘴唇,,,
2792,licking_penis,licking_penis,舔阴茎,,,
2793,lifebuoy,lifebuoy,救生圈,,,
2794,lifted_by_another,lifted_by_another,被对方掀起衣物,,,
2795,lifted_by_self,lifted_by_self,掀起自己的衣物,,,
2796,lifting_person,lifting_person,将人抱起,,,
2797,light,light,光,,,
2798,light_areolae,light_areolae,有光泽的乳晕,,,
2799,light_blue_eyes,light_blue_eyes,浅蓝色的眼睛,,,
2800,light_blue_hair,light_blue_hair,浅蓝色头发,,,
2801,light_blush,light_blush,淡淡的腮红,,,
2802,light_brown_eyes,light_brown_eyes,浅棕色眼睛,,,
2803,light_brown_hair,light_brown_hair,茶色头发,,,
2804,light_bulb,light_bulb,灯泡,,,
2805,light_censor,light_censor,圣光,,,
2806,light_green_hair,light_green_hair,浅绿色头发,,,
2807,light_particles,light_particles,光粒子,,,
2808,light_rays,light_rays,光照,,,
2809,light_smile,light_smile,浅笑,,,
2810,light_trail,light_trail,光线移动的轨迹,,,
2811,lighter,lighter,打火机,,,
2812,lighthouse,lighthouse,灯塔,,,
2813,lightning,lightning,闪电,,,
2814,lightsaber,lightsaber,光剑,,,
2815,lily_(flower),lily_(flower),百合花,,,
2816,lily_of_the_valley,lily_of_the_valley,铃兰,,,
2817,lily_pad,lily_pad,睡莲,,,
2818,limited_palette,limited_palette,有限色盘作画,,,
2819,lineart,lineart,素线画,,,
2820,lineup,lineup,一排人,,,
2821,lingerie,lingerie,女式内衣,,,
2822,lion,lion,狮子,,,
2823,lion_ears,lion_ears,狮子耳朵,,,
2824,lion_tail,lion_tail,狮子尾巴,,,
2825,lip_biting,lip_biting,咬嘴唇,,,
2826,lip_piercing,lip_piercing,唇钉,,,
2827,lips,lips,嘴唇,,,
2828,lipstick,lipstick,口红|唇膏,,,
2829,lipstick_mark,lipstick_mark,口红印,,,
2830,lipstick_tube,lipstick_tube,口红管,,,
2831,liquid,liquid,液体,,,
2832,liquid_hair,liquid_hair,液态头发,,,
2833,listen!!,listen!!,《Listen!!》,,,
2834,living_clothes,living_clothes,活体衣服,,,
2835,lizard,lizard,蜥蜴,,,
2836,lizard_tail,lizard_tail,蜥蜴尾巴,,,
2837,load_bearing_vest,load_bearing_vest,承重背心,,,
2838,loafers,loafers,乐福鞋,,,
2839,lock,lock,锁,,,
2840,locked_arms,locked_arms,互挽手臂,,,
2841,locker,locker,储物柜,,,
2842,locker_room,locker_room,更衣室,,,
2843,log,log,枯树干,,,
2844,logo,logo,标志,,,
2845,loincloth,loincloth,遮裆布,,,
2846,lolita_fashion,lolita_fashion,洛丽塔时装,,,
2847,lolita_hairband,lolita_hairband,洛丽塔发带,,,
2848,lollipop,lollipop,棒棒糖,,,
2849,long_braid,long_braid,长辫子,,,
2850,long_coat,long_coat,长外套,,,
2851,long_dress,long_dress,长连衣裙,,,
2852,long_fingernails,long_fingernails,长指甲,,,
2853,long_hair,long_hair,长发,,,
2854,long_legs,long_legs,长腿,,,
2855,long_pointy_ears,long_pointy_ears,尖尖的长耳朵,,,
2856,long_ponytail,long_ponytail,长马尾,,,
2857,long_skirt,long_skirt,长裙,,,
2858,long_sleeves,long_sleeves,长袖,,,
2859,long_toenails,long_toenails,长脚趾甲,,,
2860,long_tongue,long_tongue,长舌头,,,
2861,look-alike,look-alike,撞脸,,,
2862,looking_afar,looking_afar,遥望,,,
2863,looking_at_another,looking_at_another,看着另一个,,,
2864,looking_at_breasts,looking_at_breasts,瞄着乳房,,,
2865,looking_at_penis,looking_at_penis,看着阴茎,,,
2866,looking_at_phone,looking_at_phone,看手机,,,
2867,looking_at_viewer,looking_at_viewer,看向阅图者,,,
2868,looking_away,looking_away,移开视线,,,
2869,looking_back,looking_back,回眸,,,
2870,looking_down,looking_down,俯视,,,
2871,looking_to_the_side,looking_to_the_side,看向侧面,,,
2872,looking_up,looking_up,仰视,,,
2873,loose_belt,loose_belt,松散的带子(衣物),,,
2874,loose_necktie,loose_necktie,松散的领带,,,
2875,loose_socks,loose_socks,泡泡袜,,,
2876,lotion,lotion,防晒霜|身体乳,,,
2877,lotion_bottle,lotion_bottle,乳液瓶子,,,
2878,lotus,lotus,莲花,,,
2879,lounge_chair,lounge_chair,躺椅,,,
2880,loungewear,loungewear,休闲服,,,
2881,love_letter,love_letter,情书,,,
2882,low-tied_long_hair,low-tied_long_hair,低扎长发,,,
2883,low_ponytail,low_ponytail,低扎马尾,,,
2884,low_twintails,low_twintails,低扎双尾,,,
2885,low_wings,low_wings,腰间的翅膀,,,
2886,lower_body,lower_body,下半身特写,,,
2887,lowleg,lowleg,低腰款式,,,
2888,lowleg_bikini,lowleg_bikini,低腰比基尼,,,
2889,lowleg_panties,lowleg_panties,低腰内裤,,,
2890,lowleg_pants,lowleg_pants,低腰裤子,,,
2891,lube,lube,润滑油,,,
2892,luggage,luggage,行李,,,
2893,luna_nova_school_uniform,luna_nova_school_uniform,鲁纳诺娃魔法学校校服,,,
2894,lute_(instrument),lute_(instrument),琵琶(乐器),,,
2895,lying,lying,躺着的,,,
2896,lying_on_person,lying_on_person,躺在人身上,,,
2897,lyrics,lyrics,歌词,,,
2898,m4_carbine,m4_carbine,m4卡宾枪,,,
2899,m1911,m1911,m1911型枪,,,
2900,m_legs,m_legs,M字摆腿,,,
2901,macaron,macaron,马卡龙,,,
2902,mace,mace,权杖,,,
2903,machine,machine,机械,,,
2904,machine_gun,machine_gun,机关枪,,,
2905,machinery,machinery,机械武装,,,
2906,maebari,maebari,三点贴纸,,,
2907,magatama,magatama,勾玉,,,
2908,magazine,magazine,杂志,,,
2909,magazine_(weapon),magazine_(weapon),弹匣(武器),,,
2910,magazine_cover,magazine_cover,杂志封面,,,
2911,magic,magic,魔法,,,
2912,magic_circle,magic_circle,魔法阵,,,
2913,magical_boy,magical_boy,魔法少年,,,
2914,magical_girl,magical_girl,魔法少女,,,
2915,magical_musket,magical_musket,魔能枪,,,
2916,magician,magician,魔术师,,,
2917,magnifying_glass,magnifying_glass,放大镜,,,
2918,mahjong,mahjong,麻将,,,
2919,mahjong_tile,mahjong_tile,麻将牌,,,
2920,maid,maid,女仆,,,
2921,maid_apron,maid_apron,女仆围裙,,,
2922,maid_bikini,maid_bikini,女仆比基尼,,,
2923,maid_headdress,maid_headdress,女仆头饰,,,
2924,makeup,makeup,化妆,,,
2925,makizushi,makizushi,海苔卷寿司,,,
2926,male_focus,male_focus,男性特写,,,
2927,male_masturbation,male_masturbation,男性自慰,,,
2928,male_pubic_hair,male_pubic_hair,男性的阴毛,,,
2929,male_swimwear,male_swimwear,男用泳裤,,,
2930,male_underwear,male_underwear,男用内裤,,,
2931,mallet,mallet,木槌,,,
2932,mami_mogu_mogu,mami_mogu_mogu,麻美断头梗,,,
2933,manakete,manakete,龙人族,,,
2934,mandarin_orange,mandarin_orange,蜜柑,,,
2935,manga_(object),manga_(object),图中有漫画,,,
2936,manly,manly,强壮的,,,
2937,map,map,地图,,,
2938,maple_leaf,maple_leaf,枫叶,,,
2939,marker,marker,记号笔|记号笔写的标记,,,
2940,marker_(medium),marker_(medium),用记号笔作的画,,,
2941,mars_symbol,mars_symbol,♂,,,
2942,mary_janes,mary_janes,珍妮鞋,,,
2943,mascara,mascara,睫毛膏,,,
2944,mascot,mascot,吉祥物,,,
2945,mask,mask,面具,,,
2946,mask_on_head,mask_on_head,掀到头上的面具,,,
2947,mask_pull,mask_pull,拉着口罩,,,
2948,mask_removed,mask_removed,摘下的面具,,,
2949,masochism,masochism,抖M,,,
2950,master_sword,master_sword,大师之剑,,,
2951,masturbation,masturbation,自慰,,,
2952,masturbation_through_clothing,masturbation_through_clothing,隔着衣服自慰,,,
2953,matching_outfit,matching_outfit,情侣装,,,
2954,mating_press,mating_press,授精体位,,,
2955,meat,meat,肉,,,
2956,mecha,mecha,机甲,,,
2957,mecha_musume,mecha_musume,机娘,,,
2958,mechanical_arms,mechanical_arms,机械臂,,,
2959,mechanical_halo,mechanical_halo,机械式天使光环,,,
2960,mechanical_legs,mechanical_legs,机械义足,,,
2961,mechanical_parts,mechanical_parts,露出机损,,,
2962,mechanical_pencil,mechanical_pencil,出芯笔,,,
2963,mechanical_wings,mechanical_wings,机械翼,,,
2964,mechanization,mechanization,机械化,,,
2965,medical_eyepatch,medical_eyepatch,医用眼罩,,,
2966,medium_breasts,medium_breasts,普通罩杯的胸,,,
2967,medium_hair,medium_hair,中等长发,,,
2968,medium_skirt,medium_skirt,中等长裙子,,,
2969,mega_pokemon,mega_pokemon,Mega形态宝可梦,,,
2970,megaphone,megaphone,扩音器,,,
2971,meiji_schoolgirl_uniform,meiji_schoolgirl_uniform,明治年间女学生制服,,,
2972,meka_(overwatch),meka_(overwatch),meka(守望先锋),,,
2973,melon,melon,蜜瓜,,,
2974,melon_bread,melon_bread,菠萝包,,,
2975,melting,melting,融化,,,
2976,meme,meme,meme|模因,,,
2977,meme_attire,meme_attire,ACG流行款服装,,,
2978,menu,menu,菜单,,,
2979,mermaid,mermaid,美人鱼,,,
2980,merry_christmas,merry_christmas,圣诞快乐,,,
2981,messenger_bag,messenger_bag,邮差包,,,
2982,messy,messy,身上有凌乱的污渍,,,
2983,messy_hair,messy_hair,凌乱的头发,,,
2984,metal_collar,metal_collar,金属项圈,,,
2985,micro_bikini,micro_bikini,迷你比基尼,,,
2986,micro_panties,micro_panties,布料很少的内裤,,,
2987,micro_shorts,micro_shorts,小尺寸短裤,,,
2988,microdress,microdress,小尺寸连衣裙,,,
2989,microphone,microphone,麦克风,,,
2990,microphone_stand,microphone_stand,麦克风杆,,,
2991,microskirt,microskirt,超短裙,,,
2992,middle_finger,middle_finger,中指,,,
2993,midriff,midriff,腹部,,,
2994,midriff_peek,midriff_peek,微微露出腹部,,,
2995,miko,miko,巫女,,,
2996,military,military,军事,,,
2997,military_hat,military_hat,军帽,,,
2998,military_jacket,military_jacket,军装夹克,,,
2999,military_operator,military_operator,军事作战员,,,
3000,military_uniform,military_uniform,军服,,,
3001,military_vehicle,military_vehicle,军用载具,,,
3002,milk,milk,牛奶,,,
3003,milk_bottle,milk_bottle,奶瓶,,,
3004,milk_carton,milk_carton,牛奶盒,,,
3005,milking_machine,milking_machine,挤奶器,,,
3006,millipen_(medium),millipen_(medium),毫厘笔作画(中号),,,
3007,mimikaki,mimikaki,采耳,,,
3008,mind_control,mind_control,洗脑,,,
3009,mini-hakkero,mini-hakkero,迷你八卦炉,,,
3010,mini_crown,mini_crown,迷你皇冠,,,
3011,mini_hat,mini_hat,迷你帽子,,,
3012,mini_top_hat,mini_top_hat,迷你礼帽,,,
3013,mini_wings,mini_wings,迷你翅膀,,,
3014,miniboy,miniboy,小人儿,,,
3015,minigirl,minigirl,迷你女孩,,,
3016,miniskirt,miniskirt,迷你裙,,,
3017,miracle_mallet,miracle_mallet,万宝槌,,,
3018,mirror,mirror,镜子,,,
3019,mismatched_bikini,mismatched_bikini,双色比基尼,,,
3020,mismatched_footwear,mismatched_footwear,双色鞋子,,,
3021,mismatched_gloves,mismatched_gloves,双色手套,,,
3022,mismatched_legwear,mismatched_legwear,双色裤袜,,,
3023,mismatched_pubic_hair,mismatched_pubic_hair,头发和阴毛颜色不一,,,
3024,missile,missile,导弹,,,
3025,missionary,missionary,正常位,,,
3026,misunderstanding,misunderstanding,误会,,,
3027,mitakihara_school_uniform,mitakihara_school_uniform,见泷原中学校制服,,,
3028,mitsudomoe_(shape),mitsudomoe_(shape),巴纹,,,
3029,mittens,mittens,连指手套,,,
3030,mixed_bathing,mixed_bathing,混浴,,,
3031,mixed_media,mixed_media,手绘和数绘并存风格,,,
3032,mixing_bowl,mixing_bowl,拌料盆,,,
3033,mmf_threesome,mmf_threesome,二男加一女,,,
3034,moaning,moaning,呻吟,,,
3035,mob_cap,mob_cap,头巾式室内女帽,,,
3036,mochi,mochi,麻薯,,,
3037,moderate_pubic_hair,moderate_pubic_hair,中分的阴毛,,,
3038,mohawk,mohawk,莫霍克发型,,,
3039,mole,mole,痣,,,
3040,mole_on_breast,mole_on_breast,乳房上有痣,,,
3041,mole_on_neck,mole_on_neck,脖子上有痣,,,
3042,mole_on_thigh,mole_on_thigh,大腿上有痣,,,
3043,mole_under_eye,mole_under_eye,眼角有痣,,,
3044,mole_under_mouth,mole_under_mouth,嘴角有痣|美人痣,,,
3045,molestation,molestation,性骚扰,,,
3046,molten_rock,molten_rock,熔岩,,,
3047,money,money,钱,,,
3048,monitor,monitor,显示器,,,
3049,monkey,monkey,猴子,,,
3050,monkey_ears,monkey_ears,猴耳,,,
3051,monkey_tail,monkey_tail,猴尾,,,
3052,monochrome,monochrome,单色画,,,
3053,monochrome_background,monochrome_background,单色背景,,,
3054,monocle,monocle,单片眼镜,,,
3055,monster,monster,怪物,,,
3056,monster_boy,monster_boy,亚人,,,
3057,monster_girl,monster_girl,人外娘,,,
3058,monsterification,monsterification,魔物化,,,
3059,moon,moon,月亮,,,
3060,moonlight,moonlight,月光,,,
3061,mop,mop,拖把,,,
3062,morning,morning,早晨,,,
3063,morning_glory,morning_glory,牵牛花,,,
3064,mosaic_censoring,mosaic_censoring,打了马赛克,,,
3065,moss,moss,苔藓,,,
3066,mother_and_daughter,mother_and_daughter,母女,,,
3067,mother_and_son,mother_and_son,母子,,,
3068,motherly,motherly,母性,,,
3069,motion_blur,motion_blur,运动导致的模糊,,,
3070,motion_lines,motion_lines,体现运动的线,,,
3071,motor_vehicle,motor_vehicle,机动载具,,,
3072,motorcycle,motorcycle,摩托车,,,
3073,motorcycle_helmet,motorcycle_helmet,摩托头盔,,,
3074,mount_fuji,mount_fuji,富士山,,,
3075,mountain,mountain,山,,,
3076,mountainous_horizon,mountainous_horizon,山地地平线,,,
3077,mouse,mouse,老鼠,,,
3078,mouse_(computer),mouse_(computer),鼠标,,,
3079,mouse_ears,mouse_ears,老鼠耳朵,,,
3080,mouse_girl,mouse_girl,鼠娘,,,
3081,mouse_tail,mouse_tail,鼠尾巴,,,
3082,mouth,mouth,嘴,,,
3083,mouth_drool,mouth_drool,嘴角画着口水滴形状的缺口,,,
3084,mouth_hold,mouth_hold,用嘴叼着,,,
3085,mouth_mask,mouth_mask,口罩,,,
3086,mouth_veil,mouth_veil,面纱,,,
3087,mug,mug,带柄的杯子|马克杯,,,
3088,mukyuu,mukyuu,姆Q,,,
3089,multi-strapped_bikini,multi-strapped_bikini,细带款比基尼,,,
3090,multi-tied_hair,multi-tied_hair,头发绑着多条系带,,,
3091,multicolored,multicolored,多彩的,,,
3092,multicolored_background,multicolored_background,多色背景,,,
3093,multicolored_bikini,multicolored_bikini,多色款比基尼,,,
3094,multicolored_bodysuit,multicolored_bodysuit,多色款连体衣,,,
3095,multicolored_cape,multicolored_cape,多色款斗篷,,,
3096,multicolored_clothes,multicolored_clothes,多色款衣服,,,
3097,multicolored_dress,multicolored_dress,多色款连衣裙,,,
3098,multicolored_eyes,multicolored_eyes,有多种颜色的眼睛,,,
3099,multicolored_gloves,multicolored_gloves,多色款手套,,,
3100,multicolored_hair,multicolored_hair,多色的头发,,,
3101,multicolored_legwear,multicolored_legwear,多色款腿部服饰,,,
3102,multicolored_nails,multicolored_nails,多彩指甲,,,
3103,multicolored_skin,multicolored_skin,多彩皮肤,,,
3104,multicolored_skirt,multicolored_skirt,多色款裙子,,,
3105,multicolored_stripes,multicolored_stripes,多彩的条纹,,,
3106,multicolored_wings,multicolored_wings,有多种颜色的翅膀,,,
3107,multiple_4koma,multiple_4koma,多列四格漫画,,,
3108,multiple_bows,multiple_bows,多只蝴蝶结,,,
3109,multiple_boys,multiple_boys,多个男孩,,,
3110,multiple_braids,multiple_braids,多股(麻花)辫,,,
3111,multiple_crossover,multiple_crossover,多部作品的角色或元素同框,,,
3112,multiple_earrings,multiple_earrings,多个耳环,,,
3113,multiple_fellatio,multiple_fellatio,多人口交,,,
3114,multiple_girls,multiple_girls,多个女孩,,,
3115,multiple_hair_bows,multiple_hair_bows,头发上有多只蝴蝶结,,,
3116,multiple_legs,multiple_legs,多足角色,,,
3117,multiple_monochrome,multiple_monochrome,多个单色结构拼接成的,,,
3118,multiple_others,multiple_others,多个性别暧昧的角色,,,
3119,multiple_paizuri,multiple_paizuri,两个女性(两对胸)进行乳交,,,
3120,multiple_penises,multiple_penises,阴茎包围网,,,
3121,multiple_persona,multiple_persona,多重形象的角色,,,
3122,multiple_riders,multiple_riders,多人骑着车,,,
3123,multiple_tails,multiple_tails,多条尾巴,,,
3124,multiple_views,multiple_views,多角度|多姿势,,,
3125,multiple_wings,multiple_wings,多对翅膀,,,
3126,mummy,mummy,木乃伊,,,
3127,mundane_utility,mundane_utility,超能力或魔法用于日常使用,,,
3128,muneate,muneate,胸甲,,,
3129,muscular_female,muscular_female,肌肉发达的女性,,,
3130,mushroom,mushroom,蘑菇,,,
3131,music,music,音乐,,,
3132,musical_note,musical_note,音符,,,
3133,musical_note_hair_ornament,musical_note_hair_ornament,音符发饰,,,
3134,mustache,mustache,胡子,,,
3135,muted_color,muted_color,哑光,,,
3136,muzzle_flash,muzzle_flash,枪口火光,,,
3137,mythical_pokemon,mythical_pokemon,神兽(口袋妖怪),,,
3138,naginata,naginata,薙刀,,,
3139,nail,nail,钉子|指甲,,,
3140,nail_art,nail_art,美甲,,,
3141,nail_polish,nail_polish,指甲油,,,
3142,naked_apron,naked_apron,裸体围裙,,,
3143,naked_bandage,naked_bandage,裸体且裹着绷带,,,
3144,naked_cape,naked_cape,裸体且披着斗篷,,,
3145,naked_coat,naked_coat,裸体且披着大衣,,,
3146,naked_hoodie,naked_hoodie,裸体且穿着连帽衫,,,
3147,naked_kimono,naked_kimono,裸体且穿着和服,,,
3148,naked_overalls,naked_overalls,裸体且穿着工作服,,,
3149,naked_ribbon,naked_ribbon,裸体且缠着丝带,,,
3150,naked_scarf,naked_scarf,裸体且裹着围巾,,,
3151,naked_sheet,naked_sheet,裸体且裹着被子,,,
3152,naked_shirt,naked_shirt,裸体且穿着衬衫,,,
3153,naked_sweater,naked_sweater,裸体毛衣,,,
3154,naked_tabard,naked_tabard,裸体且穿着搭肩衫,,,
3155,naked_towel,naked_towel,裸体且裹着毛巾,,,
3156,name_tag,name_tag,记名牌,,,
3157,namesake,namesake,人与人的同名梗,,,
3158,nami_junior_high_school_uniform,nami_junior_high_school_uniform,波路中学校服,,,
3159,nanairogaoka_middle_school_uniform,nanairogaoka_middle_school_uniform,七色丘中学校服,,,
3160,nanamori_school_uniform,nanamori_school_uniform,七森中学校服,,,
3161,nanodesu_(phrase),nanodesu_(phrase),nanodesu(口癖),,,
3162,naoetsu_high_school_uniform,naoetsu_high_school_uniform,私立直江津高校制服,,,
3163,nape,nape,脖颈,,,
3164,narrow_waist,narrow_waist,妖娆的腰,,,
3165,national_shin_ooshima_school_uniform,national_shin_ooshima_school_uniform,新大岛学园校服,,,
3166,native_american,native_american,印第安人,,,
3167,natsuiro_egao_de_1_2_jump!,natsuiro_egao_de_1_2_jump!,"《夏色えがおで1,2,Jump!》",,,
3168,nature,nature,大自然,,,
3169,naughty_face,naughty_face,下流的表情,,,
3170,naval_uniform,naval_uniform,海军制服,,,
3171,navel,navel,肚脐,,,
3172,navel_cutout,navel_cutout,服装上有露出肚脐的开口,,,
3173,navel_piercing,navel_piercing,脐钉,,,
3174,navy_blue_legwear,navy_blue_legwear,海军蓝腿部服饰,,,
3175,nearly_naked_apron,nearly_naked_apron,只穿着内衣(或泳衣)和围裙,,,
3176,neck,neck,脖子,,,
3177,neck_ribbon,neck_ribbon,颈部系着缎带,,,
3178,neck_ring,neck_ring,颈环,,,
3179,neck_ruff,neck_ruff,波浪褶边的领子,,,
3180,neckerchief,neckerchief,领巾,,,
3181,necklace,necklace,项链,,,
3182,necktie,necktie,领带,,,
3183,necktie_between_breasts,necktie_between_breasts,领带贴(夹)在乳沟里,,,
3184,necktie_grab,necktie_grab,抓着领带,,,
3185,neckwear_grab,neckwear_grab,抓着颈部的衣服,,,
3186,needle,needle,针,,,
3187,negligee,negligee,睡袍,,,
3188,nekomata,nekomata,猫又,,,
3189,nengajou,nengajou,年贺状,,,
3190,neon_trim,neon_trim,霓虹灯效果,,,
3191,nervous,nervous,不安的,,,
3192,nervous_smile,nervous_smile,不安地微笑,,,
3193,net,net,网,,,
3194,netorare,netorare,NTR,,,
3195,new_school_swimsuit,new_school_swimsuit,新式死库水,,,
3196,new_year,new_year,新年,,,
3197,newhalf,newhalf,人妖,,,
3198,newspaper,newspaper,报纸,,,
3199,nib_pen_(medium),nib_pen_(medium),蘸水笔画风,,,
3200,night,night,夜,,,
3201,night_sky,night_sky,夜空,,,
3202,nightcap,nightcap,睡帽,,,
3203,nightgown,nightgown,睡衣,,,
3204,nihonga,nihonga,日本画,,,
3205,nike,nike,耐克,,,
3206,ninja,ninja,忍者,,,
3207,nintendo_3ds,nintendo_3ds,任天堂3ds,,,
3208,nintendo_ds,nintendo_ds,任天堂ds,,,
3209,nintendo_switch,nintendo_switch,任天堂switch,,,
3210,nipple_censor,nipple_censor,乳头打了码,,,
3211,nipple_clamps,nipple_clamps,乳头夹,,,
3212,nipple_piercing,nipple_piercing,乳头穿刺,,,
3213,nipple_rings,nipple_rings,乳环,,,
3214,nipple_slip,nipple_slip,乳头走光,,,
3215,nipple_tweak,nipple_tweak,玩弄乳头,,,
3216,nippleless_clothes,nippleless_clothes,能露出乳头的衣物,,,
3217,nipples,nipples,乳头,,,
3218,no_blindfold,no_blindfold,去掉了(原设有的)蒙眼要素,,,
3219,no_bra,no_bra,没穿胸罩,,,
3220,no_eyepatch,no_eyepatch,去掉了(原设有的)眼罩,,,
3221,no_eyes,no_eyes,没画出眼睛,,,
3222,no_eyewear,no_eyewear,去掉了(原设有的)眼镜,,,
3223,no_gloves,no_gloves,去掉了(原设有的)手套,,,
3224,no_hat,no_hat,去掉了(原设有的)帽子,,,
3225,no_headwear,no_headwear,去掉了(原设有的)头饰,,,
3226,no_humans,no_humans,不含人类,,,
3227,no_legs,no_legs,没画出腿,,,
3228,no_legwear,no_legwear,裆胯以下裸着,,,
3229,no_lineart,no_lineart,几乎没用勾线的画,,,
3230,no_mouth,no_mouth,没画出嘴,,,
3231,no_nipples,no_nipples,没画出乳头,,,
3232,no_nose,no_nose,没画出鼻子,,,
3233,no_panties,no_panties,下半身真空,,,
3234,no_pants,no_pants,没穿着裤子和裙子,,,
3235,no_pupils,no_pupils,没画出瞳孔,,,
3236,no_pussy,no_pussy,裸着裆部但没画小穴,,,
3237,no_shirt,no_shirt,没穿衬衫,,,
3238,no_shoes,no_shoes,没穿鞋,,,
3239,no_socks,no_socks,没穿袜子,,,
3240,no_testicles,no_testicles,没画睾丸,,,
3241,no_wings,no_wings,去掉了(原设有的)翅膀,,,
3242,noh_mask,noh_mask,能面,,,
3243,nontraditional_miko,nontraditional_miko,改款过的日本服饰,,,
3244,noodles,noodles,面条,,,
3245,noose,noose,套索,,,
3246,nose,nose,鼻子,,,
3247,nose_blush,nose_blush,鼻子发红,,,
3248,nose_bubble,nose_bubble,鼻涕泡,,,
3249,nose_hatchet,nose_hatchet,柴刀,,,
3250,nose_piercing,nose_piercing,鼻子有穿孔,,,
3251,nosebleed,nosebleed,流鼻血,,,
3252,notebook,notebook,笔记本,,,
3253,notepad,notepad,便条簿,,,
3254,notice_lines,notice_lines,表示角色注意到了什么的线条,,,
3255,novel_cover,novel_cover,小说封面,,,
3256,novelty_censor,novelty_censor,恶搞的马赛克,,,
3257,nude,nude,裸体,,,
3258,nude_cover,nude_cover,裸体封面,,,
3259,number,number,数字,,,
3260,number_tattoo,number_tattoo,编号纹身,,,
3261,numbered,numbered,编号,,,
3262,numbers_(nanoha),numbers_(nanoha),序印者(魔法少女奈叶),,,
3263,nun,nun,修女,,,
3264,nurse,nurse,护士,,,
3265,nurse_cap,nurse_cap,护士帽,,,
3266,nursing_handjob,nursing_handjob,喂奶手交,,,
3267,o3o,o3o,o3o,,,
3268,o-ring,o-ring,带O型环的衣物,,,
3269,o-ring_bikini,o-ring_bikini,带O型环的比基尼,,,
3270,o-ring_bottom,o-ring_bottom,带O型环的下装,,,
3271,o-ring_top,o-ring_top,带O型环的上衣,,,
3272,o_o,o_o,o_o,,,
3273,obentou,obentou,便当,,,
3274,obi,obi,和服腰带,,,
3275,object_hug,object_hug,抱着某物,,,
3276,object_insertion,object_insertion,异物插入,,,
3277,object_namesake,object_namesake,人与物的同名梗,,,
3278,object_on_head,object_on_head,头上有非头饰类的物体,,,
3279,objectification,objectification,物品化,,,
3280,ocean,ocean,海,,,
3281,octarian,octarian,章鱼士兵,,,
3282,octopus,octopus,章鱼,,,
3283,oda_uri,oda_uri,钉宫信长,,,
3284,odd_one_out,odd_one_out,有个异类,,,
3285,oekaki,oekaki,简朴的画作,,,
3286,off-shoulder_dress,off-shoulder_dress,露肩连衣裙,,,
3287,off-shoulder_jacket,off-shoulder_jacket,露肩夹克,,,
3288,off-shoulder_shirt,off-shoulder_shirt,露肩衬衫,,,
3289,off-shoulder_sweater,off-shoulder_sweater,露肩毛衣,,,
3290,off_shoulder,off_shoulder,露肩式,,,
3291,office,office,办公室,,,
3292,office_chair,office_chair,办公椅,,,
3293,office_lady,office_lady,办公室女职员,,,
3294,official_style,official_style,原作画风|官方画风,,,
3295,ofuda,ofuda,符纸,,,
3296,ofuda_on_clothes,ofuda_on_clothes,衣服上贴着符纸,,,
3297,ok_sign,ok_sign,OK手势,,,
3298,okamisty,okamisty,尤指米斯蒂娅·萝蕾拉的形象,,,
3299,old_man,old_man,老人,,,
3300,old_school_swimsuit,old_school_swimsuit,旧式死库水,,,
3301,old_woman,old_woman,老妇,,,
3302,older,older,老化,,,
3303,oldschool,oldschool,守旧派画风,,,
3304,omelet,omelet,煎蛋卷,,,
3305,omurice,omurice,蛋包饭,,,
3306,on_back,on_back,仰躺,,,
3307,on_bed,on_bed,在床上,,,
3308,on_chair,on_chair,坐在椅子上,,,
3309,on_couch,on_couch,在沙发上,,,
3310,on_desk,on_desk,在书桌上,,,
3311,on_floor,on_floor,在地板上,,,
3312,on_ground,on_ground,在地上,,,
3313,on_head,on_head,在头上,,,
3314,on_lap,on_lap,在膝盖上,,,
3315,on_person,on_person,在人身上,,,
3316,on_shoulder,on_shoulder,在肩上,,,
3317,on_side,on_side,侧卧,,,
3318,on_stomach,on_stomach,趴着,,,
3319,on_table,on_table,在桌子上,,,
3320,on_vehicle,on_vehicle,在交通工具上,,,
3321,onbashira,onbashira,御柱,,,
3322,one-eyed,one-eyed,独眼,,,
3323,one-piece_swimsuit,one-piece_swimsuit,一体式泳衣,,,
3324,one-piece_tan,one-piece_tan,泳衣晒痕,,,
3325,one_breast_out,one_breast_out,露出一只乳房,,,
3326,one_eye_closed,one_eye_closed,闭着一只眼,,,
3327,one_eye_covered,one_eye_covered,一只眼被遮住,,,
3328,one_knee,one_knee,单膝跪,,,
3329,one_side_up,one_side_up,只扎了一边的头发,,,
3330,oni,oni,鬼,,,
3331,oni_horns,oni_horns,鬼角,,,
3332,oni_mask,oni_mask,鬼面,,,
3333,onigiri,onigiri,饭团,,,
3334,onmyouji,onmyouji,阴阳师,,,
3335,onomatopoeia,onomatopoeia,拟声词,,,
