"id","name","t_name","is_nsfw","desc","remarks","contributor","c_id","update_times","update_time","is_locked","effect_level","source"
"15301","kawashiro nitori (cosplay)","河城 nitori (cosplay)","0",,,,"1708",,,,,
"15302","kawasumi (japonica)","川澄（粳稻）","0",,,,"2799",,,,,
"15303","kawasumi mai","川澄舞","0",,,,"3101",,,,,
"15304","kawata hisashi","川田久志","0",,,,"3101",,,,,
"15305","kawatsu yuuki","川津优树185","0",,,,"2315",,,,,
"15306","kawaty","卡瓦蒂","0",,,,"3101",,,,,
"15307","kawayabug","川屋虫","0",,,,"2314",,,,,
"15308","kawazoe tamaki","河造玉木","0",,,,"3101",,,,,
"15309","kay (girls und panzer)","ケイ|ケイ(GuP)|サンダース大学付属高校|ケイみほ|ケイゆか|ケイダジ|隊長組","0","nan 别名: ケイ|ケイ(GuP)|サンダース大学付属高校|ケイみほ|ケイゆか|ケイダジ|隊長組","https://danbooru.donmai.us/posts?tags=kay (girls und panzer)","阿巧,","2609","0000000001","19/10/2022 22:57:01",,,
"15310","kay (utd)","凯 (utd)","0",,,,"2799",,,,,
"15311","kay yu","凯宇","0",,,,"3101",,,,,
"15312","kaya rio","卡亚里约","0",,,,"3101",,,,,
"15313","kaya8","卡亚8","0",,,,"3101",,,,,
"15314","kayahara","茅原","0",,,,"3101",,,,,
"15315","kayako (tdxxxk)","kayako (tdxxxk)","0",,,,"2799",,,,,
"15316","kayama benio","香山红男","0",,,,"2501",,,,,
"15317","kayama kenji","kayama kenji","0",,,,"3101",,,,,
"15318","kayanogura","茅仓","0",,,,"3101",,,,,
"15319","kayari buta","卡亚里布塔","0",,,,"3101",,,,,
"15320","kayle (league of legends)","凯尔（英雄联盟）","0",,,,"2799",,,,,
"15321","kayneth el-melloi archibald","ケイネス・エルメロイ・アーチボルト","0","命运系列人物。一个金发贵族和一个著名法师从法师协会和一个欧里比讲师，有一个神奇的血统，可以追溯到九代。摇摆天鹅绒老师。他是第四次圣杯战争中的《柳叶刀》（命运/零）的主人。 别名: ケイネス・エルメロイ・アーチボルト","https://danbooru.donmai.us/posts?tags=kayneth el-melloi archibald","阿巧,","3101","0000000001","19/10/2022 22:57:01",,,
"15322","kayoko (blue archive)","kayoko（蓝色档案）","0",,,,"2706",,,,,
"15323","kayon (touzoku)","kayon (touzoku)","0",,,,"2799",,,,,
"15324","kayu","卡尤","0",,,,"3101",,,,,
"15325","kayumidome","kayumidome","0",,,,"3101",,,,,
"15326","kayune niu","kayune niu","0",,,,"3101",,,,,
"15327","kayura yuka","菖蒲由香","0",,,,"3101",,,,,
"15328","kazaana","假名","0",,,,"3101",,,,,
"15329","kazabuki poni","风吹波尼","0",,,,"3101",,,,,
"15330","kazagumo (kancolle)","风云 (kancolle)","0",,,,"2709",,,,,
"15331","kazakura","风仓","0",,,,"3101",,,,,
"15332","kazama akira","风间晃","0",,,,"3101",,,,,
"15333","kazama asuka","風間飛鳥","0","铁拳系列格斗游戏中的角色。在铁拳5介绍作为金喀山的表妹和侄女军喀山。用她类似的哈萨玛武术格斗风格。有点假小子。由Shiraishi Ryouko配音。 别名: 風間飛鳥","https://danbooru.donmai.us/posts?tags=kazama asuka","阿巧,","2313","0000000001","19/10/2022 22:57:02",,,
"15334","kazama iroha","风间色叶","0",,,,"1701",,,,,
"15335","kazama jin","风间进","0",,,,"3101",,,,,
"15336","kazama raita","风间雷塔","0",,,,"3101",,,,,
"15337","kazama souta","风间宗太","0",,,,"3101",,,,,
"15338","kazamatsuri fuuka","风祭风香","0",,,,"3101",,,,,
"15339","kazami chiu","风见秋","0",,,,"3101",,,,,
"15340","kazami karasu","风见乌苏","0",,,,"3101",,,,,
"15341","kazami kazuki","风见一树","0",,,,"2315",,,,,
"15342","kazami mizuho","风见瑞穗","0",,,,"3101",,,,,
"15343","kazami ruku","风见留空","0",,,,"3101",,,,,
"15344","kazami youka (yokochu)","风见幽香","0","风见幽香（Kazami Yuuka）是系列作品《东方Project》中的角色。于《东方幻想乡》（旧作）和《东方花映冢》（新作）首次登场。","","陈XBai,","2602","0000000001",,,,
"15345","kazami yuuka","風見幽香|ゆうかりん","0","“四季花主”，头后莲花地故事的最后一个老板，后来又是一个反复出现的可玩角色，也是继白井灵木之后的第四个PC-98代人物，Kirisame Marisa和Alice Margatroid再次出现在Windows一代中（特别是在花景幻影中）。一个高度危险的有凯，有操纵花的能力，并且被誉为大师火花的创造者和最初的持用者（Marisa后来“借用”）。在希达的暗示下，如果她或她的花没有受到伤害的话，阿库尤会表现出相当礼貌的外表。据传她和志贵爱琪的对话让人难以置信的老。曾被尊称为“有开莫”。这可能是双关语，因为moe的字面意思是“萌芽”，Yuuka控制着花。尤卡的居住地在《正典》中不为人知，但通常被认为是太阳花园，她在那里照料着大片的向日葵，而且众所周知，她曾经和她当时的护卫员艾莉一起占据梦幻世界的宅邸穆根坎。在范的作品中，她经常被描绘成终极虐待狂（USC），一个嗜血的精神病患者，或者说她是一个心地善良的混蛋。通常是前两个（或者三个都是）的组合。或者，她经常因为这个名声而被描述为孤独，或者被描述为对9队和其他孩子非常友好。 别名: 風見幽香|ゆうかりん","https://danbooru.donmai.us/posts?tags=kazami yuuka","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15346","kazami yuuka (pc-98)","旧作幽香|宵闇小町","0","Kazami Yuka出现在PC-98 Touhou游戏中（或者用裤子代替裙子，或者穿着粉色睡衣和睡帽），以及她在Seihou系列（Kioh Gyoku）中的翅膀客串。她在所有三次出场中都有绿色长发，在前两次出场中也有绿色眼睛（而不是红色）。Pixiv标签：旧作幽香.另请参见東方旧作 适用于PC-98头套和宵闇小町 (""“暮光之美”）为她赛后的外表。 别名: 旧作幽香|宵闇小町","https://danbooru.donmai.us/posts?tags=kazami yuuka (pc-98)","阿巧,","2799","0000000001","19/10/2022 22:57:02",,,
"15347","kazana (sakuto)","风（sakuto）","0",,,,"2799",,,,,
"15348","kazanari tsubasa","風鳴翼","0","人物来自Senki Zesshou Symphogear。生日：5月25日，18岁（“G”，结语时间）血型：B身高：167cm BWH:81/57/83 别名: 風鳴翼","https://danbooru.donmai.us/posts?tags=kazanari tsubasa","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15349","kazano hiori","风野hiori","0",,,,"3101",,,,,
"15350","kazari tayu","kazari tayu","0",,,,"3101",,,,,
"15351","kazawa (tonzura-d)","风泽 (tonzura-d)","0",,,,"2799",,,,,
"15352","kaze makase","风魔濑","0",,,,"3101",,,,,
"15353","kaze no klonoa","kaze no klonoa","0","由Namco开发和发行的视频游戏","","CY-Kuring,","2706","0000000001",,,,
"15354","kaze no tani no nausicaa","kaze no tani no nausicaa","0",,,,"3101",,,,,
"15355","kaze-hime","风姬","0",,,,"3101",,,,,
"15356","kazeharu","风晴","0",,,,"3101",,,,,
"15357","kazekawa nagi","风川凪","0",,,,"3101",,,,,
"15358","kazekoshi school uniform","风越校服","0",,,,"1805",,,,,
"15359","kazemaru ichirouta","風丸|風丸一郎太|風宮","0","風丸 一郎太 (かぜまる いちろうた)稻谷十一和稻谷十一中的一个角色。由西木由卡配音。他有一双棕色的眼睛和一头蓝色的长发。在InazumaEleven，他的头发通常扎成马尾辫，除非他是黑暗帝国的一员 别名: 風丸|風丸一郎太|風宮","https://danbooru.donmai.us/posts?tags=kazemaru ichirouta","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15360","kazeno","风野","0",,,,"3101",,,,,
"15361","kazenokaze","风风","0",,,,"3101",,,,,
"15362","kazenoko","风之子","0",,,,"3101",,,,,
"15363","kazepana","卡泽帕纳","0",,,,"3101",,,,,
"15364","kazetto","风筝","0",,,,"3101",,,,,
"15365","kazo","和风","0",,,,"3101",,,,,
"15366","kazooie (banjo-kazooie)","kazooie（班卓琴-kazooie）","0",,,,"2799",,,,,
"15367","kazu (muchuukai)","kazu (muchuukai)","0",,,,"2799",,,,,
"15368","kazuaki","一明","0",,,,"3101",,,,,
"15369","kazuboh","卡祖波","0",,,,"3101",,,,,
"15370","kazuchi","一地","0",,,,"3101",,,,,
"15371","kazuha nanako","和叶菜菜子","0",,,,"3101",,,,,
"15372","kazuharu kina","kazuharu kina","0",,,,"3101",,,,,
"15373","kazuhira miller","和平米勒","0",,,,"3101",,,,,
"15374","kazuhiro (tiramisu)","和弘（提拉米苏）","0",,,,"2602",,,,,
"15375","kazuki-mendou","一树门童","0",,,,"2315",,,,,
"15376","kazukoto","和琴","0",,,,"3101",,,,,
"15377","kazuma (kazumav)","和马（kazumav）","0",,,,"2799",,,,,
"15378","kazuma kaneko","金子和真","0",,,,"3101",,,,,
"15379","kazuma muramasa","村正和马","0",,,,"3101",,,,,
"15380","kazumasa","和正","0",,,,"3101",,,,,
"15381","kazumi yoshiyuki","吉之和美","0",,,,"3101",,,,,
"15382","kazune (baumkuchen)","和音（年轮蛋糕）","0",,,,"2799",,,,,
"15383","kazuneko (wktk1024)","和音子 (wktk1024)","0",,,,"2799",,,,,
"15384","kazuno leah","和野莉亚","0",,,,"3101",,,,,
"15385","kazuno sarah","和野莎拉","0",,,,"2602",,,,,
"15386","kazuoki","一木","0",,,,"3101",,,,,
"15387","kazusa (blue archive)","kazusa（蓝色档案）","0",,,,"2706",,,,,
"15388","kazutake hazano","kazutake hazano","0",,,,"3101",,,,,
"15389","kdm (ke dama)","kdm (ke dama)","0",,,,"2799",,,,,
"15390","ke-su","克苏","0",,,,"3101",,,,,
"15391","ke-ta","可塔","0",,,,"3101",,,,,
"15392","ke-ta (style)","ke-ta (风格)","0",,,,"1108",,,,,
"15393","kebab","烤肉串","0",,,,"3101",,,,,
"15394","kecleon","凯克龙","0",,,,"3101",,,,,
"15395","kedama (kedama akaza)","kedama (kedama akaza)","0",,,,"2799",,,,,
"15396","kedama (touhou)","毛玉（东方）","0",,,,"2799",,,,,
"15397","kedama milk","毛豆牛奶","0",,,,"3101",,,,,
"15398","kedamono kangoku-tou","赭石岩国头","0",,,,"2304",,,,,
"15399","keebo","奇宝","0",,,,"3101",,,,,
"15400","keenh","基恩","0",,,,"3101",,,,,
"15401","keep out","KEEP-OUT警戒线","0",,"https://danbooru.donmai.us/posts?tags=keep out","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15402","keepout","禁足","0",,,,"3101",,,,,
"15403","keffiyeh","头巾","0",,,,"3101",,,,,
"15404","kefla (dragon ball)","凯夫拉（龙珠）","0",,,,"2602",,,,,
"15405","kei (bekei)","kei (bekei)","0",,,,"2799",,,,,
"15406","kei (dirty pair)","kei（脏对）","0",,,,"2799",,,,,
"15407","kei (keigarou)","kei (keigarou)","0",,,,"2799",,,,,
"15408","kei (soundcross)","kei (soundcross)","0",,,,"2799",,,,,
"15409","kei jiei","箕结","0",,,,"3101",,,,,
"15410","kei kei","箕箕","0",,,,"3101",,,,,
"15411","keigi","京机","0",,,,"3101",,,,,
"15412","keihh","基","0",,,,"3101",,,,,
"15413","keijo!!!!!!!!","keijo!!!!!!!","0",,,,"3101",,,,,
"15414","keikenchi (style)","keikenchi（风格）","0",,,,"1108",,,,,
"15415","keikesu","可可素","0",,,,"3101",,,,,
"15416","keiki8296","keiki8296","0",,,,"3101",,,,,
"15417","keiko (mitakarawa)","惠子 (mitakarawa)","0",,,,"2799",,,,,
"15418","keiran (ryo170)","基兰 (ryo170)","0",,,,"2799",,,,,
"15419","keishi surota","keishi surota","0",,,,"3101",,,,,
"15420","keishin","京神","0",,,,"3101",,,,,
"15421","keita (tundereyuina)","凯塔 (tundereyuina)","0",,,,"2799",,,,,
"15422","keita naruzawa","鸣泽启太","0",,,,"3101",,,,,
"15423","keith (voltron)","基思（伏创）","0",,,,"2799",,,,,
"15424","keith claes","基思·克拉斯","0",,,,"2602",,,,,
"15425","keith goodman","キース・グッドマン","0","来自老虎的角色&amp；兔子。天价平民身份。 别名: キース・グッドマン","https://danbooru.donmai.us/posts?tags=keith goodman","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15426","keito (keito-ya)","keito (keito-ya)","0",,,,"2799",,,,,
"15427","keizoku (emblem)","keizoku（标志）","0",,,,"2799",,,,,
"15428","keizoku military uniform","继续高中军服","0",,"https://danbooru.donmai.us/posts?tags=keizoku military uniform","阿巧,","1805","0000000001","19/10/2022 22:55:15",,,
"15429","keizoku school uniform","继续高中校服","0",,"https://danbooru.donmai.us/posts?tags=keizoku school uniform","阿巧,","1805","0000000001","19/10/2022 22:55:15",,,
"15430","keke (kokorokeke)","可可 (kokorokeke)","0",,,,"2799",,,,,
"15431","kekekeke","咳咳咳","0",,,,"3101",,,,,
"15432","kekemotsu","毛毛虫","0",,,,"2314",,,,,
"15433","kekkai sensen","kekkai 森森","0",,,,"3101",,,,,
"15434","kekocha","可可茶","0",,,,"3101",,,,,
"15435","kel (omori)","凯尔（森）","0",,,,"2799",,,,,
"15436","kelvin hiu","开尔文·hiu","0",,,,"3101",,,,,
"15437","kelvin-trainerk","开尔文-trainerk","0",,,,"3101",,,,,
"15438","kem kem","凯姆凯姆","0",,,,"3101",,,,,
"15439","kemachiku","毛竹","0",,,,"3101",,,,,
"15440","kemeko deluxe","kemeko 豪华型","0",,,,"3101",,,,,
"15441","kemomimi oukoku kokuei housou","kemomimi oukoku kokuei housou","0",,,,"3101",,,,,
"15442","kemomimi-chan (naga u)","ケモミミちゃん","0","那霸的原始角色。她是一个有狐狸耳朵和尾巴的女孩，典型的比例紧凑。她通常穿一件袖子过手指的绿色水手领衬衫和一条黄色的领巾，一条紫色的褶裥裙，紧身裤和一条带铃铛的领子。她的夏季服装是同色无袖水手装，袖子分开。她也有一个冬天的毛皮形式，她穿着绿色外套，紫色格子裙，黄色围巾，黑色连裤袜和靴子，而她的耳朵和尾巴特征更长，更厚的毛皮。她通常保持着同样的紧张的脸，大部分时间几乎没有表情。她有一头金色的短发，长发盘成发髻。冬天的毛皮使她留长发。每当她的耳朵被某种方式盖住时，它们往往会戳穿大部分的材料（到目前为止描述的最硬的材料是玻璃），她最喜欢的食物似乎是带骨的肉。她倾向于被画成艺术家想要的任何形式，因此，有许多形式。有趣的是，迄今为止还没有任何艺术作品描绘陈可美裸露的手。她的替代形式包括：Nezumimi chan：一个老鼠女孩版本的陈可美。陈可美鱼：陈可美鱼。一个常见的现象是，她以她自己的多种形式出现(问号包括）：一个tanuki女孩版本的Keomimi-chan。另一个Keomimi-chan和黑色Keomimi-chan：Keomimi-chan的调色板交换。另一个有着红头发，蓝眼睛，蓝领，她的红色衣服被更多的绿色取代。黑人皮肤较黑，头发深绿色，眼睛红红的，穿着黑白相间的衣服。她们也穿传统的长裤和鞋子。也可命名为Kemomimi chan san 别名: ケモミミちゃん","https://danbooru.donmai.us/posts?tags=kemomimi-chan (naga u)","阿巧,","2799","0000000001","19/10/2022 22:57:02",,,
"15443","kemono friends","kemono 朋友","0",,,,"2607",,,,,
"15444","kemono friends 2","kemono 朋友 2","0",,,,"2607",,,,,
"15445","kemono friends 3","kemono 朋友 3","0",,,,"2607",,,,,
"15446","kemono friends pavilion","kemono朋友馆","0",,,,"2607",,,,,
"15447","kemono friends v project","kemono 朋友 v 项目","0",,,,"2607",,,,,
"15448","kemono jihen","兽类忌恨","0",,,,"2607",,,,,
"15449","kemonomimi mode","兽耳模式","0",,"https://danbooru.donmai.us/posts?tags=kemonomimi mode","阿巧,","2607","0000000001","19/10/2022 22:55:15",,,
"15450","kemoyuri","克莫尤里","0",,,,"3101",,,,,
"15451","kemu (guruguru dan)","kemu (guruguru dan)","0",,,,"2799",,,,,
"15452","kemuri haku","kemuri 白","0",,,,"3101",,,,,
"15453","kemurikusa","剑草","0",,,,"2316",,,,,
"15454","ken (coffee michikusa)","ken（咖啡道草）","0",,,,"2316",,,,,
"15455","ken (haresaku)","健 (haresaku)","0",,,,"2799",,,,,
"15456","ken (koala)","肯（考拉）","0",,,,"2799",,,,,
"15457","ken (shutenndouji1)","ken (shutenndouji1)","0",,,,"2799",,,,,
"15458","ken ill","肯生病","0",,,,"3101",,,,,
"15459","ken masters","肯大师","0",,,,"3101",,,,,
"15460","ken-1","肯-1","0",,,,"3101",,,,,
"15461","ken-ji","健二","0",,,,"3101",,,,,
"15462","kendama","剑玉","0",,,,"3101",,,,,
"15463","kendou itsuka","五香剑道","0",,,,"3101",,,,,
"15464","kendy (revolocities)","肯迪（革命）","0",,,,"2799",,,,,
"15465","kenix","肯尼克斯","0",,,,"3101",,,,,
"15466","kenjou akira","健城晃","0",,,,"3101",,,,,
"15467","kenken","肯肯","0",,,,"3101",,,,,
"15468","kenkon no washi","kenkon 和纸","0",,,,"3101",,,,,
"15469","kenkou cross","肯口十字","0",,,,"3101",,,,,
"15470","kenny mccormick","肯尼·麦考密克","0",,,,"3101",,,,,
"15471","kenoka","基诺卡","0",,,,"3101",,,,,
"15472","kenron toqueen","kenron toqueen","0",,,,"3101",,,,,
"15473","kenshin187","剑心187","0",,,,"3101",,,,,
"15474","kenshiro","健四郎","0",,,,"3101",,,,,
"15475","kentairui","肯泰瑞","0",,,,"3101",,,,,
"15476","kentan (kingtaiki)","kentan (kingtaiki)","0",,,,"2799",,,,,
"15477","kenuu (kenny)","肯努（肯尼）","0",,,,"2799",,,,,
"15478","kenzaki makoto","剣崎真琴","0","多奇多基的主角之一！普雷库雷，她与特朗普王国的公主分离，独自一人作为治疗之剑来寻找她。作为一个平民，Makoto是一个超级偶像和时尚达人。她由宫本金子配音。 别名: 剣崎真琴","https://danbooru.donmai.us/posts?tags=kenzaki makoto","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15479","kepi","kepi","0",,,,"3101",,,,,
"15480","keqing (opulent splendor) (genshin impact)","刻晴(霓裾翩跹)(原神冲击)","0","刻晴皮肤","https://genshin-dictionary.com/zh-CN/opulent-splendor/
https://genshin-dictionary.com/zh-CN/keqing/","qq2258106305,","2701","0000000001","21/10/2022 15:42:12",,,
"15481","kerberos blade","kerberos 刀片","0",,,,"3101",,,,,
"15482","kerchief","方头巾","0",,"https://danbooru.donmai.us/posts?tags=kerchief","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15483","kereno","凯雷诺","0",,,,"3101",,,,,
"15484","kero","ケロちゃん|ケロちゃん(カードキャプターさくら)","0","nan 别名: ケロちゃん|ケロちゃん(カードキャプターさくら)","https://danbooru.donmai.us/posts?tags=kero","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15485","kero sweet","克罗甜","0",,,,"3101",,,,,
"15486","kerok (joniko1110)","kerok (joniko1110)","0",,,,"2799",,,,,
"15487","kerorira","可丽拉","0",,,,"2602",,,,,
"15488","keroro","克罗罗","0",,,,"3101",,,,,
"15489","keroro gunsou","keroro军搜","0",,,,"3101",,,,,
"15490","keroro7","keroro7","0",,,,"3101",,,,,
"15491","kerorokjy","克罗罗基","0",,,,"3101",,,,,
"15492","kerosene heater","煤油加热器","0",,,,"3101",,,,,
"15493","kerosene lamp","煤油灯","0",,,,"3101",,,,,
"15494","kerykeion","克里基翁","0",,,,"3101",,,,,
"15495","kesa","袈裟","0",,"https://danbooru.donmai.us/posts?tags=kesa","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15496","keshin (inazuma eleven)","keshin（闪电十一人）","0",,,,"2799",,,,,
"15497","kesoshirou","袈裟郎","0",,,,"3101",,,,,
"15498","kesuida","可穗达","0",,,,"3101",,,,,
"15499","ketchup","番茄酱","0",,"https://danbooru.donmai.us/posts?tags=ketchup","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15500","ketchup bottle","番茄酱瓶","0",,,,"3101",,,,,
"15501","kettenkrad","凯特克拉德","0",,,,"2602",,,,,
"15502","kettle","水壶","0",,"https://danbooru.donmai.us/posts?tags=kettle","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15503","keuma","凯马","0",,,,"3101",,,,,
"15504","kevbot","凯夫博特","0",,,,"3101",,,,,
"15505","kevin.g.tuck","凯文·塔克","0",,,,"3101",,,,,
"15506","kexue","学学","0",,,,"3101",,,,,
"15507","key","钥匙","0",,"https://danbooru.donmai.us/posts?tags=key","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15508","key (company)","关键（公司）","0",,,,"2799",,,,,
"15509","key (gaigaigai123)","键 (gaigaigai123)","0",,,,"2799",,,,,
"15510","key frame","关键帧","0",,,,"3101",,,,,
"15511","key in head","钥匙在头上","0",,,,"3101",,,,,
"15512","key kun","键鲲","0",,,,"3101",,,,,
"15513","key necklace","钥匙项链","0",,,,"1904",,,,,
"15514","key visual","关键视觉","0",,,,"3101",,,,,
"15515","keyaki chimaki","榉木卷","0",,,,"3101",,,,,
"15516","keyblade","键刃","0",,,,"3101",,,,,
"15517","keyboard (computer)","电脑键盘","0",,"https://danbooru.donmai.us/posts?tags=keyboard (computer)","阿巧,","2799","0000000001","19/10/2022 22:55:15",,,
"15518","keyboard (instrument)","键盘乐器","0",,"https://danbooru.donmai.us/posts?tags=keyboard (instrument)","阿巧,","2799","0000000001","19/10/2022 22:55:15",,,
"15519","keychain","钥匙扣","0",,"https://danbooru.donmai.us/posts?tags=keychain","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15520","keyhole","锁扣","0",,"https://danbooru.donmai.us/posts?tags=keyhole","阿巧,","3101","0000000001","19/10/2022 22:55:15",,,
"15521","keyring","钥匙圈","0",,,,"3101",,,,,
"15522","keystone","要石","0",,"https://danbooru.donmai.us/posts?tags=keystone","阿巧,","2304","0000000001","19/10/2022 22:55:15",,,
"15523","keytar","键塔","0",,,,"3101",,,,,
"15524","kezune (i- -i)","kezune (i- -i)","0",,,,"2799",,,,,
"15525","kfc","肯德基","0","","","陈XBai,","3005","0000000001",,,,
"15526","kfp","kfp","0",,,,"3101",,,,,
"15527","kfr","kfr","0",,,,"3101",,,,,
"15528","khakis","卡其色","0",,,,"1701",,,,,
"15529","khalitzburg","哈利茨堡","0",,,,"3101",,,,,
"15530","khezu","赫祖","0",,,,"3101",,,,,
"15531","khiara (personal ami)","khiara（个人 ami）","0",,,,"2799",,,,,
"15532","khn (kihana)","khn (kihana)","0",,,,"2799",,,,,
"15533","khyle.","凯尔.","0",,,,"3101",,,,,
"15534","ki (adotadot)","ki (adotadot)","0",,,,"2799",,,,,
"15535","ki (druaga)","ki (druaga)","0",,,,"2799",,,,,
"15536","ki (kk-sk-ray)","ki (kk-sk-射线)","0",,,,"2799",,,,,
"15537","kiana kaslana","琪亚娜|琪亚娜·卡斯兰娜|キアナ|キアナ・カスラナ|キアナ·カスラナ|Kiana","0","Kiana Kaslana是Honkai Impact系列中的主要角色之一，最初出现在第一款Honkai游戏之前的Flyme2Themon中。Kaslana家族的第69位继承人。基亚娜是介于“卡斯拉纳家族的精英”西格弗里德·卡斯拉纳和“被选中的人”塞西莉亚·沙里亚克之间的女儿，在一个雪天出生在北欧茂密针叶林深处的一座城堡里。她的名字暗示了“上帝的恩典”，讽刺的是，这赋予了故事本身后来的发展。在基亚娜出生后不久，他们被派往西伯利亚与第二个赫尔谢尔（西林）作战。虽然这是一个漫长而复杂的故事，但基本要点是——塞西莉亚·谢里亚克与西林陷入战斗，下令空袭她的阵地，牺牲自己杀死了西林。由于妻子的去世，齐格弗里德情绪低落，心力交瘁，对希克萨尔失去了信心。此时，奥托启示录已经在计划使用基亚娜的尸体。他创造了她的克隆体，其中一个是K-423，在K-423中，他将一颗含有Sirin能量的宝石植入了她的腿部。K-423是Sirin项目唯一幸存的克隆人。在本开撞击过程中，3名玩家将扮演K-423 Kiana。由Kugimiya Rie配音(釘宮 理恵) 凭借她标志性的tsundere个性，Kiana目前在游戏中有六种Valkyrja形态可供选择：White Comet——她的默认形态，和装备。瓦尔基里游侠-高度机动的远程专家。神圣祈祷-目前是游戏中唯一的治疗者。骑士月光-基亚娜穿着一件授权的套装冲破了本凯力量控制的极限。虚空之神-基亚娜的神形态在她控制了居住在里面的天神力量（Sirin）后接管。虚空Fiter-Kiana医生恢复了对身体的部分控制，同时仍然能够获得Herrscher-Sirin的力量。 别名: 琪亚娜|琪亚娜·卡斯兰娜|キアナ|キアナ・カスラナ|キアナ·カスラナ|Kiana","https://danbooru.donmai.us/posts?tags=kiana kaslana","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15538","kiana kaslana (divine prayer)","kiana kaslana（神圣祈祷）","0",,,,"2799",,,,,
"15539","kiana kaslana (herrscher of flamescion)","kiana kaslana（烈焰骑士）","0",,,,"2799",,,,,
"15540","kiana kaslana (herrscher of the void)","kiana kaslana（虚空的律者）","0",,,,"2799",,,,,
"15541","kiana kaslana (knight moonbeam)","kiana kaslana (骑士月光)","0",,,,"2799",,,,,
"15542","kiana kaslana (void drifter)","kiana kaslana（虚空漂泊者）","0",,,,"2799",,,,,
"15543","kiana kaslana (white comet)","kiana kaslana（白色彗星）","0",,,,"1701",,,,,
"15544","kiawe (pokemon)","基亚维（口袋妖怪）","0",,,,"2708",,,,,
"15545","kiba manami","木场真奈美","0",,,,"3101",,,,,
"15546","kiba satoshi","木场聪","0",,,,"3101",,,,,
"15547","kibadori rue","基巴通街","0",,,,"3101",,,,,
"15548","kibanda gohan","基班达悟饭","0",,,,"3101",,,,,
"15549","kibellin","基贝林","0",,,,"3101",,,,,
"15550","kibihimi","吉比希米","0",,,,"3101",,,,,
"15551","kibina high school uniform","kibina 高中制服","0",,,,"1805",,,,,
"15552","kibisake","kibisake","0",,,,"3101",,,,,
"15553","kibito high school uniform","kibito 高中制服","0",,,,"1805",,,,,
"15554","kibushi","纪武士","0",,,,"3101",,,,,
"15555","kibutsuji muzan","喜佛筋无山","0",,,,"2501",,,,,
"15556","kicchou yachie","kicchou yachie","0",,,,"3101",,,,,
"15557","kichihachi","吉八","0",,,,"3101",,,,,
"15558","kickboard","提水板","0",,"https://danbooru.donmai.us/posts?tags=kickboard","阿巧,","2106","0000000001","19/10/2022 22:55:15",,,
"15559","kicking","踢","0",,"https://danbooru.donmai.us/posts?tags=kicking","阿巧,","3101","0000000001","19/10/2022 22:55:16",,,
"15560","kid (chrono cross)","孩子（计时交叉）","0",,,,"2799",,,,,
"15561","kid icarus","孩子伊卡洛斯","0",,,,"3101",,,,,
"15562","kid icarus uprising","孩子伊卡洛斯起义","0",,,,"3101",,,,,
"15563","kida kuro mu","木田黑木","0",,,,"3101",,,,,
"15564","kida masaomi","小田正臣","0",,,,"3101",,,,,
"15565","kida yuu","小田悠","0",,,,"3101",,,,,
"15566","kidachi","木地","0",,,,"3101",,,,,
"15567","kiddy grade","儿童级","0",,,,"3101",,,,,
"15568","kidmo","孩子","0",,,,"3101",,,,,
"15569","kidnapped","被绑架","0",,,,"3101",,,,,
"15570","kidnapping","绑架","0",,,,"3101",,,,,
"15571","kido (choushouya)","鬼户（杂草屋）","0",,,,"2316",,,,,
"15572","kido jou","木户条","0",,,,"3101",,,,,
"15573","kido saori","木户沙织","0",,,,"3101",,,,,
"15574","kido tsubomi","木戸つぼみ|キド","0","Kido Tsubomi是Kagerou项目的一个角色。她是梅卡库什丹的第一位成员，目前是梅卡库什丹的领导人。 别名: 木戸つぼみ|キド","https://danbooru.donmai.us/posts?tags=kido tsubomi","阿巧,","3101","0000000001","19/10/2022 22:57:02",,,
"15575","kidou keisatsu patlabor","Kidou keisatsu patlabor","0",,,,"3101",,,,,
"15576","kidou senkan nadesico","Kidou senkan nadesico","0",,,,"3101",,,,,
"15577","kidou yuuto","小孩悠斗","0",,,,"3101",,,,,
"15578","kidouko (zakusi)","Kidouko (zakusi)","0",,,,"2799",,,,,
"15579","kiduta cielo","Kiduta cielo","0","西班牙语 ,打着伞的孩子","https://twitter.com/VtubersBot/status/1487417766806233089?s=20&t=d1NCZd9qbHKldZvmRJd9Vg","kugi,","1207","0000000003","21/10/2022 18:09:19",,,
